Vehicle_ID,Frame_ID,Lane_ID,Local_Y,Mean_Speed,Mean_Accel,Vehicle_Length,Vehicle_Class_ID
12,637,1,230.78033,61.69584,3.725,8.40092,1
12,638,1,232.67019,62.00328,3.07444,8.40092,1
12,639,1,234.56931,62.30712,3.03825,8.40092,1
12,640,1,236.47948,62.66959,3.6247,8.40092,1
12,641,1,238.40341,63.12116,4.51595,8.40092,1
12,642,1,240.34276,63.62681,5.05633,8.40092,1
12,643,1,242.29593,64.08065,4.53848,8.40092,1
12,644,1,244.2573,64.34935,2.68701,8.40092,1
12,645,1,246.21849,64.34341,-0.05965,8.40092,1
12,646,1,248.17141,64.07211,-2.71276,8.40092,1
12,647,1,250.11114,63.63957,-4.32566,8.40092,1
12,648,1,252.037,63.18448,-4.55056,8.40092,1
12,649,1,253.95159,62.81457,-3.69918,8.40092,1
12,650,1,255.85882,62.57316,-2.41424,8.40092,1
12,651,1,257.76231,62.45043,-1.2274,8.40092,1
12,652,1,259.66485,62.41913,-0.31276,8.40092,1
12,653,1,261.56861,62.45948,0.40354,8.40092,1
12,654,1,263.47559,62.56496,1.05476,8.40092,1
12,655,1,265.38806,62.74492,1.79967,8.40092,1
12,656,1,267.30914,63.02782,2.82881,8.40092,1
12,657,1,269.24315,63.45158,4.2375,8.40092,1
12,658,1,271.19489,64.03366,5.82103,8.40092,1
12,659,1,273.1682,64.74111,7.07457,8.40092,1
12,660,1,275.16462,65.49941,7.58274,8.40092,1
12,661,1,277.1831,66.2229,7.23497,8.40092,1
12,662,1,279.21994,66.82553,6.02635,8.40092,1
12,663,1,281.26929,67.23603,4.10486,8.40092,1
12,664,1,283.32483,67.43875,2.02723,8.40092,1
12,665,1,285.38125,67.46782,0.29065,8.40092,1
12,666,1,287.4339,67.34442,-1.23366,8.40092,1
12,667,1,289.47816,67.0687,-2.75738,8.40092,1
12,668,1,291.50992,66.65893,-4.0977,8.40092,1
12,669,1,293.52687,66.17294,-4.85984,8.40092,1
12,670,1,295.52937,65.69876,-4.74173,8.40092,1
12,671,1,297.52022,65.31647,-3.8231,8.40092,1
12,672,1,299.50335,65.06355,-2.52897,8.40092,1
12,673,1,301.48253,64.9336,-1.29967,8.40092,1
12,674,1,303.46071,64.90092,-0.32657,8.40092,1
12,675,1,305.4402,64.944,0.43068,8.40092,1
12,676,1,307.42305,65.05417,1.10164,8.40092,1
12,677,1,309.41155,65.23944,1.85285,8.40092,1
12,678,1,311.40883,65.5275,2.88041,8.40092,1
12,679,1,313.41917,65.95604,4.28533,8.40092,1
12,680,1,315.44736,66.54167,5.85659,8.40092,1
12,681,1,317.49727,67.25433,7.12641,8.40092,1
12,682,1,319.57082,68.02986,7.75548,8.40092,1
12,683,1,321.66774,68.79643,7.66558,8.40092,1
12,684,1,323.78558,69.48311,6.86667,8.40092,1
12,685,1,325.91983,70.02123,5.38137,8.40092,1
12,686,1,328.06405,70.34843,3.27182,8.40092,1
12,687,1,330.21035,70.41654,0.68127,8.40092,1
12,688,1,332.35028,70.20797,-2.08586,8.40092,1
12,689,1,334.47679,69.76719,-4.40771,8.40092,1
12,690,1,336.58791,69.26257,-5.04633,8.40092,1
12,691,1,338.68756,68.88616,-3.76407,8.40092,1
12,692,1,340.78054,68.66739,-2.18757,8.40092,1
12,693,1,342.86982,68.54597,-1.21427,8.40092,1
12,694,1,344.95723,68.48439,-0.61581,8.40092,1
12,695,1,347.0438,68.45715,-0.27247,8.40092,1
12,696,1,349.13002,68.44547,-0.11663,8.40092,1
12,697,1,351.21599,68.43721,-0.08284,8.40092,1
12,698,1,353.3016,68.42582,-0.11385,8.40092,1
12,699,1,355.38669,68.40837,-0.17448,8.40092,1
12,700,1,357.47108,68.3853,-0.23054,8.40092,1
12,701,1,359.55473,68.36149,-0.23825,8.40092,1
12,702,1,361.63783,68.34315,-0.18346,8.40092,1
12,703,1,363.72056,68.33104,-0.1211,8.40092,1
12,704,1,365.80283,68.31605,-0.14987,8.40092,1
12,705,1,367.88415,68.28455,-0.31486,8.40092,1
12,706,1,369.96394,68.23455,-0.49993,8.40092,1
12,707,1,372.0424,68.19095,-0.43599,8.40092,1
12,708,1,374.12119,68.20191,0.10951,8.40092,1
12,709,1,376.20326,68.30942,1.07516,8.40092,1
12,710,1,378.29153,68.51276,2.03356,8.40092,1
12,711,1,380.38734,68.76001,2.47224,8.40092,1
12,712,1,382.48993,68.98265,2.22638,8.40092,1
12,713,1,384.59744,69.1442,1.61549,8.40092,1
12,714,1,386.70843,69.25801,1.13806,8.40092,1
12,715,1,388.82261,69.36313,1.05138,8.40092,1
12,716,1,390.94055,69.48619,1.23074,8.40092,1
12,717,1,393.06269,69.62379,1.37595,8.40092,1
12,718,1,395.18879,69.75404,1.30243,8.40092,1
12,719,1,397.31808,69.85843,1.04386,8.40092,1
12,720,1,399.44965,69.9337,0.75259,8.40092,1
12,721,1,401.58294,69.98954,0.55856,8.40092,1
12,722,1,403.71778,70.04098,0.5143,8.40092,1
12,723,1,405.85456,70.10433,0.6336,8.40092,1
12,724,1,407.99424,70.19925,0.94905,8.40092,1
12,725,1,410.1386,70.35325,1.54009,8.40092,1
12,726,1,412.29061,70.60381,2.50558,8.40092,1
12,727,1,414.45434,70.98868,3.84859,8.40092,1
12,728,1,416.63434,71.52221,5.33556,8.40092,1
12,729,1,418.83419,72.17359,6.51381,8.40092,1
12,730,1,421.05523,72.86867,6.95053,8.40092,1
12,731,1,423.29601,73.51631,6.47658,8.40092,1
12,732,1,425.55284,74.04315,5.26844,8.40092,1
12,733,1,427.82115,74.41962,3.76473,8.40092,1
12,734,1,430.09683,74.66142,2.41801,8.40092,1
12,735,1,432.37694,74.80666,1.45226,8.40092,1
12,736,1,434.65964,74.8919,0.85246,8.40092,1
12,737,1,436.94391,74.94328,0.51375,8.40092,1
12,738,1,439.22925,74.97818,0.34892,8.40092,1
12,739,1,441.51548,75.00755,0.29386,8.40092,1
12,740,1,443.80255,75.03527,0.27707,8.40092,1
12,741,1,446.09035,75.05876,0.23507,8.40092,1
12,742,1,448.37867,75.07615,0.17365,8.40092,1
292,1241,1,51.33997,66.41719,1.30013,5.90059,1
292,1242,1,53.39473,67.41339,9.96207,5.90059,1
292,1243,1,55.47655,68.30095,8.87556,5.90059,1
292,1244,1,57.58495,69.17333,8.72388,5.90059,1
292,1245,1,59.71816,69.98731,8.13953,5.90059,1
292,1246,1,61.8731,70.7002,7.12884,5.90059,1
292,1247,1,64.04551,71.27303,5.72861,5.90059,1
292,1248,1,66.23008,71.67244,3.99403,5.90059,1
292,1249,1,68.42073,71.87169,1.99236,5.90059,1
292,1250,1,70.61077,71.85168,-0.2001,5.90059,1
292,1251,1,72.79319,71.60171,-2.49977,5.90059,1
292,1252,1,74.96093,71.12005,-4.8164,5.90059,1
292,1253,1,77.10717,70.4147,-7.05358,5.90059,1
292,1254,1,79.22565,69.50384,-9.1085,5.90059,1
292,1255,1,81.31099,68.41664,-10.87201,5.90059,1
292,1256,1,83.35906,67.1939,-12.22766,5.90059,1
292,1257,1,85.36735,65.88885,-13.05049,5.90059,1
292,1258,1,87.33539,64.56841,-13.2042,5.90059,1
292,1259,1,89.26523,63.31486,-12.53566,5.90059,1
292,1260,1,91.16195,62.22845,-10.86417,5.90059,1
292,1261,1,93.03303,61.38721,-8.4122,5.90059,1
292,1262,1,94.88603,60.7937,-5.93501,5.90059,1
292,1263,1,96.72687,60.39505,-3.98675,5.90059,1
292,1264,1,98.55932,60.11992,-2.75112,5.90059,1
292,1265,1,100.38498,59.89695,-2.22976,5.90059,1
292,1266,1,102.20386,59.67444,-2.22503,5.90059,1
292,1267,1,104.01515,59.42546,-2.48976,5.90059,1
292,1268,1,105.8177,59.13881,-2.86663,5.90059,1
292,1269,1,107.61023,58.81024,-3.28586,5.90059,1
292,1270,1,109.39164,58.44511,-3.65118,5.90059,1
292,1271,1,111.1615,58.06614,-3.78953,5.90059,1
292,1272,1,112.92035,57.70515,-3.61007,5.90059,1
292,1273,1,114.66915,57.37517,-3.29967,5.90059,1
292,1274,1,116.40818,57.05509,-3.20098,5.90059,1
292,1275,1,118.13678,56.71234,-3.42746,5.90059,1
292,1276,1,119.85414,56.344,-3.68343,5.90059,1
292,1277,1,121.56077,55.9918,-3.52205,5.90059,1
292,1278,1,123.25908,55.71874,-2.73051,5.90059,1
292,1279,1,124.95306,55.57674,-1.41998,5.90059,1
292,1280,1,126.64744,55.58993,0.13202,5.90059,1
292,1281,1,128.34663,55.74774,1.57812,5.90059,1
292,1282,1,130.05353,56.00079,2.53051,5.90059,1
292,1283,1,131.76871,56.27225,2.71437,5.90059,1
292,1284,1,133.49058,56.49177,2.19521,5.90059,1
292,1285,1,135.21667,56.63022,1.38445,5.90059,1
292,1286,1,136.94498,56.70322,0.73018,5.90059,1
292,1287,1,138.6745,56.74262,0.39409,5.90059,1
292,1288,1,140.4046,56.76185,0.19213,5.90059,1
292,1289,1,142.13408,56.74137,-0.20482,5.90059,1
292,1290,1,143.8606,56.64439,-0.96982,5.90059,1
292,1291,1,145.58122,56.45085,-1.93527,5.90059,1
292,1292,1,147.29369,56.18356,-2.67277,5.90059,1
292,1293,1,148.99767,55.90473,-2.78848,5.90059,1
292,1294,1,150.69497,55.68563,-2.19101,5.90059,1
292,1295,1,152.38887,55.57435,-1.11299,5.90059,1
292,1296,1,154.0829,55.57835,0.04032,5.90059,1
292,1297,1,155.77948,55.66211,0.83743,5.90059,1
292,1298,1,157.47901,55.75879,0.96686,5.90059,1
292,1299,1,159.17984,55.80138,0.42585,5.90059,1
292,1300,1,160.87947,55.76237,-0.38996,5.90059,1
292,1301,1,162.5764,55.67333,-0.89042,5.90059,1
292,1302,1,164.27115,55.60213,-0.7122,5.90059,1
292,1303,1,165.9659,55.60197,-0.00151,5.90059,1
292,1304,1,167.66276,55.67136,0.69383,5.90059,1
292,1305,1,169.36216,55.75463,0.83291,5.90059,1
292,1306,1,171.06241,55.78251,0.27871,5.90059,1
292,1307,1,172.7608,55.72126,-0.6125,5.90059,1
292,1308,1,174.45528,55.59344,-1.27825,5.90059,1
292,1309,1,176.14562,55.45732,-1.36119,5.90059,1
292,1310,1,177.83329,55.36979,-0.87533,5.90059,1
292,1311,1,179.52087,55.36657,-0.03225,5.90059,1
292,1312,1,181.21147,55.46585,0.99288,5.90059,1
292,1313,1,182.90839,55.67343,2.07585,5.90059,1
292,1314,1,184.61449,55.97451,3.01066,5.90059,1
292,1315,1,186.33128,56.32494,3.5043,5.90059,1
292,1316,1,188.05832,56.66139,3.36447,5.90059,1
292,1317,1,189.79346,56.9272,2.65823,5.90059,1
292,1318,1,191.53362,57.0921,1.64892,5.90059,1
292,1319,1,193.27555,57.1499,0.57808,5.90059,1
292,1320,1,195.01595,57.09974,-0.50151,5.90059,1
292,1321,1,196.75116,56.92923,-1.70499,5.90059,1
292,1322,1,198.47684,56.61693,-3.12326,5.90059,1
292,1323,1,200.18845,56.15505,-4.61854,5.90059,1
292,1324,1,201.88235,55.57435,-5.80709,5.90059,1
292,1325,1,203.55712,54.94629,-6.28051,5.90059,1
292,1326,1,205.21396,54.35843,-5.87877,5.90059,1
292,1327,1,206.85618,53.87855,-4.79879,5.90059,1
292,1328,1,208.48782,53.53143,-3.47129,5.90059,1
292,1329,1,210.11247,53.3024,-2.29022,5.90059,1
292,1330,1,211.7328,53.16047,-1.41942,5.90059,1
292,1331,1,213.3506,53.07743,-0.83031,5.90059,1
292,1332,1,214.96703,53.03222,-0.4522,5.90059,1
292,1333,1,216.58269,53.00742,-0.24803,5.90059,1
292,1334,1,218.19776,52.9877,-0.19692,5.90059,1
292,1335,1,219.812,52.96089,-0.26824,5.90059,1
292,1336,1,221.42494,52.91795,-0.4292,5.90059,1
292,1337,1,223.03582,52.85036,-0.67612,5.90059,1
292,1338,1,224.64345,52.74377,-1.06591,5.90059,1
292,1339,1,226.24581,52.57087,-1.729,5.90059,1
292,1340,1,227.83946,52.28521,-2.85659,5.90059,1
292,1341,1,229.41902,51.82257,-4.62625,5.90059,1
292,1342,1,230.97728,51.12398,-6.98583,5.90059,1
292,1343,1,232.50677,50.18019,-9.43816,5.90059,1
292,1344,1,234.00214,49.0608,-11.19387,5.90059,1
292,1345,1,235.46219,47.9019,-11.58898,5.90059,1
292,1346,1,236.89091,46.87405,-10.27861,5.90059,1
292,1347,1,238.29741,46.14488,-7.29167,5.90059,1
292,1348,1,239.69391,45.81696,-3.27897,5.90059,1
292,1349,1,241.09196,45.86801,0.51047,5.90059,1
292,1350,1,242.49904,46.16378,2.95764,5.90059,1
292,1351,1,243.91751,46.53793,3.7415,5.90059,1
292,1352,1,245.34599,46.86611,3.28166,5.90059,1
292,1353,1,246.78144,47.09465,2.2856,5.90059,1
292,1354,1,248.22084,47.22464,1.29997,5.90059,1
292,1355,1,249.66181,47.27562,0.50965,5.90059,1
292,1356,1,251.10237,47.26267,-0.12966,5.90059,1
292,1357,1,252.54088,47.19511,-0.67526,5.90059,1
292,1358,1,253.97602,47.08481,-1.10315,5.90059,1
292,1359,1,255.40712,46.95184,-1.32976,5.90059,1
292,1360,1,256.83427,46.82257,-1.29255,5.90059,1
292,1361,1,258.2583,46.72028,-1.02293,5.90059,1
292,1362,1,259.68035,46.65519,-0.65095,5.90059,1
292,1363,1,261.10136,46.6209,-0.34278,5.90059,1
292,1364,1,262.52167,46.59807,-0.22858,5.90059,1
292,1365,1,263.94084,46.5607,-0.37375,5.90059,1
292,1366,1,265.35756,46.48045,-0.8023,5.90059,1
292,1367,1,266.76956,46.32549,-1.5497,5.90059,1
292,1368,1,268.17334,46.05564,-2.69843,5.90059,1
292,1369,1,269.56399,45.62503,-4.30597,5.90059,1
292,1370,1,270.93571,45.00391,-6.21129,5.90059,1
292,1371,1,272.2832,44.20909,-7.9482,5.90059,1
292,1372,1,273.60333,43.31125,-8.97828,5.90059,1
292,1373,1,274.89606,42.4126,-8.98658,5.90059,1
292,1374,1,276.16458,41.61808,-7.94544,5.90059,1
292,1375,1,277.4144,41.00453,-6.13527,5.90059,1
292,1376,1,278.65162,40.59124,-4.13287,5.90059,1
292,1377,1,279.88122,40.34111,-2.50138,5.90059,1
292,1378,1,281.10642,40.19695,-1.44183,5.90059,1
292,1379,1,282.3291,40.11394,-0.82992,5.90059,1
292,1380,1,283.55031,40.06598,-0.47953,5.90059,1
292,1381,1,284.77067,40.03822,-0.27766,5.90059,1
292,1382,1,285.99053,40.02165,-0.16558,5.90059,1
292,1383,1,287.21007,40.01106,-0.10604,5.90059,1
292,1384,1,288.42937,40.00335,-0.07726,5.90059,1
292,1385,1,289.64846,39.99623,-0.07123,5.90059,1
292,1386,1,290.86727,39.98724,-0.08976,5.90059,1
292,1387,1,292.08565,39.97303,-0.14203,5.90059,1
292,1388,1,293.3033,39.94938,-0.23655,5.90059,1
292,1389,1,294.51988,39.91388,-0.35512,5.90059,1
292,1390,1,295.73514,39.871,-0.42871,5.90059,1
292,1391,1,296.9493,39.83445,-0.36562,5.90059,1
292,1392,1,298.16304,39.8208,-0.13638,5.90059,1
292,1393,1,299.37729,39.83767,0.16857,5.90059,1
292,1394,1,300.59274,39.87704,0.39364,5.90059,1
292,1395,1,301.80955,39.92146,0.44426,5.90059,1
292,1396,1,303.02742,39.95656,0.35115,5.90059,1
292,1397,1,304.24595,39.97795,0.21381,5.90059,1
292,1398,1,305.4648,39.98862,0.10669,5.90059,1
292,1399,1,306.68379,39.99308,0.04455,5.90059,1
292,1400,1,307.90282,39.99442,0.01348,5.90059,1
292,1401,1,309.12188,39.99534,0.00925,5.90059,1
292,1402,1,310.34107,39.99977,0.04442,5.90059,1
292,1403,1,311.56067,40.01312,0.13323,5.90059,1
292,1404,1,312.78113,40.04144,0.28327,5.90059,1
292,1405,1,314.00315,40.09223,0.50794,5.90059,1
292,1406,1,315.22775,40.17727,0.85036,5.90059,1
292,1407,1,316.45663,40.31755,1.40299,5.90059,1
292,1408,1,317.69253,40.54807,2.30499,5.90059,1
292,1409,1,318.93961,40.91447,3.66394,5.90059,1
292,1410,1,320.20302,41.45059,5.36142,5.90059,1
292,1411,1,321.48747,42.14078,6.9019,5.90059,1
292,1412,1,322.79582,42.9248,7.84012,5.90059,1
292,1413,1,324.12898,43.73872,8.13927,5.90059,1
292,1414,1,325.48589,44.51801,7.79288,5.90059,1
292,1415,1,326.86333,45.19177,6.7376,5.90059,1
292,1416,1,328.25608,45.6938,5.02021,5.90059,1
292,1417,1,329.65721,45.9689,2.75089,5.90059,1
292,1418,1,331.05859,45.97704,0.08133,5.90059,1
292,1419,1,332.45144,45.69715,-2.79885,5.90059,1
292,1420,1,333.82707,45.13222,-5.64928,5.90059,1
292,1421,1,335.17788,44.31788,-8.14318,5.90059,1
292,1422,1,336.49884,43.33865,-9.79245,5.90059,1
292,1423,1,337.78991,42.35811,-9.80551,5.90059,1
292,1424,1,339.05635,41.54974,-8.08363,5.90059,1
292,1425,1,340.30517,40.97175,-5.77972,5.90059,1
292,1426,1,341.54259,40.59784,-3.73904,5.90059,1
292,1427,1,342.77366,40.38937,-2.08491,5.90059,1
292,1428,1,344.00224,40.30768,-0.81667,5.90059,1
292,1429,1,345.23129,40.32339,0.15696,5.90059,1
292,1430,1,346.46312,40.41431,0.90909,5.90059,1
292,1431,1,347.69929,40.55679,1.42484,5.90059,1
292,1432,1,348.94044,40.72005,1.63271,5.90059,1
292,1433,1,350.18616,40.87024,1.50207,5.90059,1
292,1434,1,351.43525,40.98058,1.10318,5.90059,1
292,1435,1,352.68606,41.03704,0.56473,5.90059,1
292,1436,1,353.93682,41.0355,-0.01529,5.90059,1
292,1437,1,355.18577,40.97582,-0.59692,5.90059,1
292,1438,1,356.43124,40.86188,-1.13944,5.90059,1
292,1439,1,357.672,40.70765,-1.54249,5.90059,1
292,1440,1,358.90769,40.54095,-1.66677,5.90059,1
292,1441,1,360.13905,40.39872,-1.42224,5.90059,1
292,1442,1,361.36786,40.31549,-0.83235,5.90059,1
292,1443,1,362.59669,40.31601,0.00512,5.90059,1
292,1444,1,363.82868,40.41956,1.0355,5.90059,1
292,1445,1,365.0677,40.65013,2.30568,5.90059,1
292,1446,1,366.31843,41.03468,3.84554,5.90059,1
292,1447,1,367.58582,41.58087,5.46207,5.90059,1
292,1448,1,368.87369,42.25309,6.72208,5.90059,1
292,1449,1,370.18353,42.97353,7.2044,5.90059,1
292,1450,1,371.51393,43.6483,6.7477,5.90059,1
292,1451,1,372.86117,44.20095,5.52651,5.90059,1
292,1452,1,374.22055,44.59902,3.98071,5.90059,1
292,1453,1,375.58778,44.85666,2.57641,5.90059,1
292,1454,1,376.95976,45.01221,1.55551,5.90059,1
292,1455,1,378.33451,45.10335,0.91142,5.90059,1
292,1456,1,379.71087,45.15646,0.53087,5.90059,1
292,1457,1,381.08819,45.18747,0.31014,5.90059,1
292,1458,1,382.46607,45.20597,0.18497,5.90059,1
292,1459,1,383.8443,45.21775,0.11788,5.90059,1
292,1460,1,385.22279,45.22595,0.08212,5.90059,1
292,1461,1,386.60145,45.23153,0.05568,5.90059,1
292,1462,1,387.98019,45.23419,0.02654,5.90059,1
292,1463,1,389.35891,45.23389,-0.00308,5.90059,1
292,1464,1,390.73757,45.23156,-0.02329,5.90059,1
292,1465,1,392.11614,45.22868,-0.02867,5.90059,1
292,1466,1,393.49464,45.22631,-0.02372,5.90059,1
292,1467,1,394.87309,45.22467,-0.01647,5.90059,1
292,1468,1,396.2515,45.22366,-0.01017,5.90059,1
292,1469,1,397.62991,45.2231,-0.00531,5.90059,1
292,1470,1,399.0083,45.22284,-0.00292,5.90059,1
292,1471,1,400.38668,45.22257,-0.00233,5.90059,1
292,1472,1,401.76506,45.22248,-0.00108,5.90059,1
292,1473,1,403.14345,45.22264,0.00154,5.90059,1
292,1474,1,404.52185,45.22313,0.00505,5.90059,1
292,1475,1,405.90028,45.22421,0.01079,5.90059,1
292,1476,1,407.27878,45.22635,0.02123,5.90059,1
292,1477,1,408.6574,45.23028,0.0393,5.90059,1
292,1478,1,410.03624,45.23747,0.07192,5.90059,1
292,1479,1,411.41547,45.25043,0.12949,5.90059,1
292,1480,1,412.79539,45.27287,0.22444,5.90059,1
292,1481,1,414.17645,45.31057,0.37703,5.90059,1
292,1482,1,415.55943,45.37316,0.62582,5.90059,1
292,1483,1,416.94558,45.47727,1.04121,5.90059,1
292,1484,1,418.33705,45.65217,1.74908,5.90059,1
292,1485,1,419.7374,45.94328,2.91099,5.90059,1
292,1486,1,421.15157,46.39652,4.53235,5.90059,1
292,1487,1,422.58456,47.01401,6.17487,5.90059,1
292,1488,1,424.0399,47.74731,7.33327,5.90059,1
292,1489,1,425.51961,48.54711,7.99777,5.90059,1
